_id,car_name,car_price,year,style,madein,kilometer,province,district,gearbox,fuel,descri
670b8ecf321cad344000021f,Infiniti QX60 3.5 AWD 2015,870 triệu,2015,SUV,Nhập khẩu,85.000 km,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,"Infiniti QX60 SX 2015. Hai vị trí ghế trước được điều chỉnh điện và có chức năng sưởi ấm, ghế lái được chỉnh điện 10 hướng, tích hợp bộ nhớ 2 vị trí ghế. Ghế hành khách phía trước chỉnh điện 6 hướng. Hệ thống Âm thanh BOSE cao cấp với 13 loa, AM/FM/CD/DVD v, cổng kết nối USB, hệ thống đàm thoại rảnh tay Bluetooth, màn hình màu kích thước 8''. Xe được trang bị hệ thống điều hòa tự động 3 vùng với màng lọc micro mang đến không gian cabi trong lành hơn. • Hệ thống phanh chống bó cứng (ABS) với Hệ thống Hỗ Trợ lực phanh (BA) và Hệ thống Phân phối lực phanh Điện tử (EBD). • Hệ thống Kiểm soát Cân Bằng (VDC) với hệ thống Siểm Soát Lực Kéo (TCS). • Hệ thống chống khởi động xe Immobilizer và Hệ thống An Ninh (VSS). • Đèn tín hiệu báo nguy hiểm tự động."
670b8ed0321cad3440000220,Mercedes-Benz S300 2011,650 triệu,2011,Sedan,Nhập khẩu,110.000 km,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,"S300 sản xuất 2011, xe đẹp xuất sắc. Lăn bánh 11 vạn km. Máy móc thân vỏ nguyên bản, zin từ nắp giàn cò. Chạy cực kỳ đầm và chắc chắn."
670b8ed0321cad3440000221,Ford Everest 2.5 MT 2006,165 triệu,2006,SUV,Trong nước,20.000 km,Bình Dương,Bến Cát,Số sàn,Máy dầu,7 chỗ máy dầu giá rẻ. Everest 2006 số sàn 1 cầu 2.5L diesel. Mẫu xe cao to rộng rãi động cơ mạnh tiết kiệm nhiên liệu. Xe bảo dưỡng kĩ zin đẹp. Đăng kiểm dài. Uỷ quyền tập 1. Odo 20 vạn. Bao rút kí hs. Giá bán 165 tr.
670b8ed0321cad3440000222,Hyundai Tucson 2.0 Dầu đặc biệt 2019,688 triệu,2019,SUV,Trong nước,60.000 km,Phú Thọ,Đoan Hùng,Số tự động,Máy dầu,"Siêu thị ô tô Ánh Lý bán xe Hyundai Tusson 2.0AT bản dầu đặc biệt sản xuất 2019 Full Options cao cấp, biển tỉnh hồ sơ rút cầm tay. - Xe thiết kế hiện đại, SUV gầm cao không gian rộng thoáng, vận hành êm ái. - Trang bị mâm đúc 18 Inch, đèn bi Led, đèn định ban ngày, đèn bi gầm, sơn si bóng đẹp.... - Nội thất ghế da cao cấp+chỉnh điện 2 bên+nhớ ghế 2 vị trí, phanh tay điện tử, cửa sổ trời toàn cảnh Panorama, cốp điện, màn hình cảm ứng Android kết hợp camera 360 độ quanh xe, Ga tự động Cruise Control, điều hòa hai chiều 2 vùng độc lập, vô lăng tích hợp, gương kính chỉnh điện+gập điện AUTO, tay lái trợ lực, hệ thống chống trộm, 6 túi khí an toàn, cửa gió điều hòa ghế sau, .... Cam kết xe không tai nạn, không ngập nước, máy nguyên bản của nhà sản xuất. Hỗ trợ trả góp 70% giá trị xe lãi xuất ưu đãi thủ tục nhanh gọn. Vui lòng liên hệ để nhận thêm thông tin chi tiết!"
670b8ed1321cad3440000223,Mercedes-Benz E300 AMG 2021,2 tỉ 098 triệu,2021,Sedan,Trong nước,20.800 km,Hà Nội,,Máy xăng,,"E300 AMG. Biển số Hà Nội. ODO: 20800km - Sản xuất: 2021. Bảo dưỡng đầy đủ, full lịch sử. Chào bán thương lượng 2099t. Hỗ trợ liên hệ 0963863688."
670b8ed1321cad3440000224,BMW X6 xDrive35i 2016,1 tỉ 298 triệu,2016,Coupe,Nhập khẩu,120.000 km,Hà Nội,,Máy xăng,,"Hàng mới về. Bmw X6 sx 2016 hơn 7v miles. Màu nâu Havana bản xDrive35i. Động cơ V6 Full kịch option miên man, 5 chế độ lái, loa Harman Kardon, Apple Carplay không dây... Chào 1.298tr thương lượng. Thông tin chi tiết về xe và pháp lý vui lòng inbox em 0963.863.688."
670b8ed1321cad3440000225,Mercedes-Benz GLC 300 4Matic V1 2022,1 tỉ 999 triệu,2022,SUV,Trong nước,10.000 km,Hà Nội,Long Biên,Số tự động,Máy xăng,Bên e mới về tiếp hàng hót siêu lướt cần bán mercedes glc 300 4matic sx 2022 ngoại thất đen nt đen(xe như mới). Odo 10000km. Fun ls hãng bao tét toàn quốc. Hỗ trợ cho khách hàng vay bank-lãi suất ưu đãi. Thủ tục sang tên nhanh gọn. Chuyên mua-bán trao đổi các loại xe hạng sang siêu lướt. Giá e chào bán 1tỷ9xx. Uy tín-trung thực-trách nhiệm. - ------------------------------------------------------------. Quý khách hàng thương quý ủng hộ e ạ: 0916368869. Đc: 46 việt hưng-long biên-hà nội. #glc300. #4matic. #sx2022. #v1. #sieuluot.
670b8ed1321cad3440000226,Mercedes-Benz GLC 300 4Matic V1 2021,1 tỉ 899 triệu,2021,SUV,Trong nước,12.000 km,Hà Nội,Long Biên,Số tự động,Máy xăng,E cần bán glc 300 4matic bản v1 màu đỏ nt đen sx 2021(xe mới lắm). Odo 1v2km. Fun ls hãng bao tét toàn quốc. Hỗ trợ cho khách hàng vay bank-lãi suất tốt nhất. Thủ tục sang tên nhanh gọn. Thu mua đổi các xe cũ cho khách hàng. Vận chuyển xe cho khách toàn quốc. - -----------------------------------------------------------------. Quý khách hàng thương quý mua ủng hộ e ạ: 0916368869. Đc: 46 việt hưng-long biên-hà nội. Uy tín-trung thực-trách nhiệm. #mercedes #glc300 #4maticbanv1. #siêuluot.
670b8ed2321cad3440000227,Mercedes-Benz GLC 200 V1 2022,1 tỉ 489 triệu,2022,SUV,Trong nước,38.000 km,Hà Nội,Long Biên,Số tự động,Máy xăng,E cần bán mercedes glc 200 pom thường bản v1 sx 2022 mầu đỏ nt đen(xe đẹp lắm). Odo 3v8km bảo hành chính hãng đến 2025. Một chủ mua từ mới. Fun ls hãng bao tét chính hãng. Hỗ trợ cho khách hàng vay bank. Thủ tục sang tên nhanh gọn. Thu mua đổi các xe cho khách hàng. Giá e chào bán: 1tỷ48xx. Uy tín-trung thực-trách nhiệm. - -----------------------------------------------------------------. Quý khách hàng thương quý mua ủng hộ e ạ: 0916368869. #glc200. #v1. #sx2022.
670b8ed2321cad3440000228,Nissan Sunny XL 1.5L MT 2018,245 triệu,2018,Sedan,Trong nước,88.000 km,Bình Dương,Bến Cát,Số sàn,Máy xăng,"Xe gia đình biển VIP 456. Nissan sunny số sàn 1.5L sx 2018. Thương hiệu nhật bền bỉ tiết kiệm. Odo 88.000 km. Cam kết xe đẹp máy số zin chuẩn odo. Bao rút kí, còn uỷ quyền. Hỗ trợ trả góp. Giá bán 245 tr."
670b8ed2321cad3440000229,Kia Morning 1.25 MT 2021,248 triệu,2021,Hatchback,Trong nước,45.000 km,Bình Dương,Bến Cát,Số sàn,Máy xăng,Bán kia morning 2021 mt 1.25. Odo 45.000 km zin đẹp như mới. Màu vàng cam độc lạ. Hỗ trợ trả góp. Giá bán 248 tr. Hỗ trợ trả góp 65% gía trị xe.
670b8ed2321cad344000022a,Kia Soluto MT 2021,299 triệu,2021,Sedan,Trong nước,42.000 km,Bình Dương,Bến Cát,Số sàn,Máy xăng,"Xe hạng B siêu hót. Kia Soluto MT 1.4 L sx 2021 siêu mới odo 42.000 km. Xe đã lên đầy đủ đồ chơi. Đăng kiểm dài hạn. Xe chuẩn zin đẹp còn rất mới. Xe bảo dưỡng kĩ chạy em mượt. Anh chị mua sài yên tâm ạ. Phù hợp đi gia đình, chạy dv, xe hoa. Hỗ trợ trả góp 60%. Giá bán 299 tr."
670b8ed3321cad344000022b,Toyota Fortuner 2.7 V 4X2 AT 2018,735 triệu,2018,SUV,Trong nước,80.000 km,Hà Nội,Thanh Xuân,Số tự động,Máy xăng,TOYOTA FORTUNER 2.7V 4x2AT sx 2018 màu nâu. Chạy 8v(km). Xe đẹp. Chào 735tr.
670b8ed4321cad344000022c,Kia Soluto MT 2019,280 triệu,2019,Sedan,Trong nước,60.000 km,Hà Nội,Thanh Xuân,Số tự động,Máy xăng,Kia Soluto MT sản xuất 2019 tư nhân 1 chủ odo 6v km. Máy số zin đét. Gía 280 triệu.
670b8ed4321cad344000022d,Mercedes-Benz GLC 200 2022,1 tỉ 499 triệu,2022,SUV,Trong nước,33.000 km,Tp.HCM,Quận 7,Số tự động,Máy xăng,"- Sản xuất: 2022. - Màu đen nội thất kem sang trọng. - Odo: 22.000 miles siêu lướt, còn bảo hành chính hãng đến 2025. Động cơ tăng áp 2.0, Công suất 197 mã lực, số tự động 9 cấp, 05 chế độ lái, 7 túi khí, dẫn động cầu sau, 7 loa Bumester, đèn viền 64 màu, màn hình cảm ứng 10.25 inch, apple carplay, android auto, tăng tốc 0-100km chỉ 7.2s, bảo hành chính hãng đến 2025,.... Giá: 1,4xx tỷ (bank hỗ trợ 70%). Hotline: 0922 777 007 (call/zalo). Tặng 100% thuế trước bạ. Tặng gói phủ ceramic cao cấp. Tặng gói phụ kiện giá trị! Và nhiều phần quà giá trị khác! Cam kết Không đâm đụng, Ngập nước. Động cơ, hộp số nguyên bản. Bảo hành 6 tháng cho xe bán ra. Bao test hãng, Giao xe toàn Quốc."
670b8ed4321cad344000022e,Toyota Alphard 2019,2 tỉ 980 triệu,2019,MPV,Trong nước,80.000 km,Hà Nội,Hà Đông,Số tự động,Máy xăng,"Toyota Alphard sản xuất 2019. Chạy 8 vạn km. Công ty xhđ 2,4 tỷ. Giá 2tỷ980₫. Giá tốt có thương lượng và tiết kiệm. Bao chek test hãng và gara uy tin toàn quốc. Hotilne: 0935866636 - 0368292929."
670b8ed4321cad344000022f,Mercedes-Benz GLC 300 4Matic 2022,1 tỉ 827 triệu,2022,SUV,Trong nước,48.000 km,Hà Nội,Tây Hồ,Số tự động,Máy xăng,"GLC300 model 2022. Oddo 3 vạn miles. Chào 1 tỷ 827tr. Cam kết xe ko đâm đụng, ngập nước. Hỗ trợ ngân hàng 70% giá trị xe. Hỗ trợ biển số định danh, số chọn."
670b8ed5321cad3440000230,Hyundai Accent 1.4 AT Đặc biệt 2023,492 triệu,2023,Sedan,Trong nước,7.000 km,Hà Nội,Tây Hồ,Số tự động,Máy xăng,"Cửa hàng em mới về 1 chiếc Accent 2023 ATH cá nhân 1 chủ từ mới. Chạy đúng 7.000km zin đét. Chào bán 492tr. Cam kết xe ko đâm đụng, ngập nước. Hỗ trợ ngân hàng 70% giá trị xe. Hỗ trợ biển số định danh, số chọn."
670b8ed5321cad3440000231,Kia Cerato 1.6 AT Premium 2017,415 triệu,2017,Sedan,Trong nước,52.000 km,Hà Nội,Long Biên,Số tự động,Máy xăng,"KIA CERATO 1.6AT sx 2017 form 2018 (vành xoắn, ghế múi nhỏ, sạc ko dây) tên tư nhân chính chủ. Xe được trang bị: Chìa khoá thông minh, bấm nổ, cửa nóc, ghế điện, nhớ ghế, điều hoà tự động 2 vùng riêng biệt, cửa gió hàng ghế sau, gương kính chỉnh gập điện 3 chế độ, camera lùi, cảm biến trước sau, màn hình, tích hợp vô lăng, cruise control... Xe chạy 5,2v km (lốp mới). Xe đẹp xuất sắc, bao check test hãng. Cam kết không đâm đụng, không ngập nước, máy nguyên bản. Hỗ trợ bank 70% giá trị xe."
670b8ed5321cad3440000232,Kia Carnival 2.2D Signature 2023,1 tỉ 399 triệu,2023,MPV,Trong nước,6.846 km,Tp.HCM,Quận 7,Số tự động,Máy dầu,"Tiết kiệm hơn 200tr so với xe mới. Kia Carnival 2.2D Signature full dầu. Siêu lướt 9000km. Bảo hành hãng đến 2025. Kia Carnival trang bị động cơ 2.2L cho công suất tối đa lên đến 199 mã lực, hộp số tự động 8 cấp, 12 bose, 2 cửa sổ trời sunroof, 7 túi khí an toàn quanh xe, camera 360 độ, apple carplay, adroid auto, sạc không dây, điều hoà 3 vùng độc lập, màn hình to bản 12,3 inch,.... Giá chỉ 13xxx (hỗ trợ bank 60-70%)."
670b8ed6321cad3440000233,Kia Carnival 2.2D Signature 2023,1 tỉ 399 triệu,2023,MPV,Trong nước,6.000 km,Tp.HCM,Quận 7,Số tự động,Máy dầu,"Tiết kiệm hơn 200tr so với xe mới. Kia Carnival 2.2D Signature full dầu. Siêu lướt 6846Km. Bảo hành hãng đến 2025. Kia Carnival trang bị động cơ 2.2L cho công suất tối đa lên đến 199 mã lực, hộp số tự động 8 cấp, 12 bose, 2 cửa sổ trời sunroof, 7 túi khí an toàn quanh xe, camera 360 độ, apple carplay, adroid auto, sạc không dây, điều hoà 3 vùng độc lập, màn hình to bản 12,3 inch,.... (hỗ trợ bank 60-70%)."
670b8ed6321cad3440000234,Mercedes-Benz GLC 300 4Matic 2018,1 tỉ 199 triệu,2018,SUV,Trong nước,40.000 km,Tp.HCM,Quận 7,Số tự động,Máy xăng,"Mercedes GLC 300 Model 2019. - Đăng ký: 2019. Chủ cực chất lên đồ chơi: Body GLC 63, đèn Muntibeam trước và đèn hậu GLC Mới, Cửa hit, cửa gió điều hoà Tuabin led, màn hình Android,..... Xe trang bị: Động cơ tăng áp 2.0, Công suất 245HP, số tự động 9 cấp, 05 chế độ lái, 7 túi khí, dẫn động 4 bánh, nội thất ốp gỗ sáng trọng, loa Burmester, cửa sổ trời toàn cảnh.... Chỉ 1,2xxx (hỗ trợ bank 60-70%). Cam kết. Cam kết không đâm đụng, ngập nước. Động cơ, hộp số nguyên bản. Hỗ trợ rút hồ sơ và sang tên trong ngày. Hỗ trợ trả góp, giao xe, bao test hãng. Bảo hành 06 tháng hoặc 5.000km."
670b8ed6321cad3440000235,Mercedes-Benz GLC 300 4Matic 2022,1 tỉ 956 triệu,2022,SUV,Trong nước,30.000 km,Hà Nội,Tây Hồ,Số tự động,Máy xăng,"Glc300 xanh Cavansite/đen. Sx2022 lăn bánh 3 vạn km. Tên công ty xuất hoá đơn 1. Ty750. Giá 1 tỷ 956tr. Cam kết xe ko đâm đụng, ngập nước. Hỗ trợ ngân hàng 70% giá trị xe. Hỗ trợ biển số định danh, số chọn."
670b8ed6321cad3440000236,Porsche Panamera 4 Executive 2022,5 tỉ 839 triệu,2022,Sedan,Nhập khẩu,12.600 km,Tp.HCM,Quận 7,Số tự động,Máy xăng,Porsche Panamera 4 Executive siêu lướt 12.600km Đen/ Nâu cohiba. LH 0939.311.296 - 0945386363 để được tư vấn cụ thể.
670b8ed6321cad3440000237,Chevrolet Spark 2009,105 triệu,2009,Hatchback,Nhập khẩu,89.000 km,Nghệ An,Vinh,Số tự động,Máy xăng,"Xe mua của chính chủ nhà cán bộ Y tế, đi siêu giữ gìn. Giá tầm chung của thị trường lại được xe đẹp."
670b8ed7321cad3440000238,Kia Sportage 1.6 T Signature X-line AWD 2022,919 triệu,2022,SUV,Trong nước,38.000 km,Hà Nội,Hoàng Mai,Số tự động,Máy xăng,"KIA Sportage Signature 1.6AT/2022/ biển hà nội tên tư nhân chạy chuẩn 3,8v, full ls hãng. Chào 919 triệu."
670b8ed7321cad3440000239,Toyota Land Cruiser 2019,3 tỉ 880 triệu,2019,SUV,Nhập khẩu,58.000 km,Hà Nội,Hà Đông,Số tự động,Máy xăng,Toyota Landcruiser LC200 Sx 2019. Chạy 58.000km. Tên công ty xhđ. Bao chek test hãng và gara uy tin toàn quốc. Hotilne: 0935866636 - 0368292929. Giá 3tỷ880₫.
670b8ed7321cad344000023a,Lexus RX 350 Luxury 2023,4 tỉ 360 triệu,2023,SUV,Nhập khẩu,10.000 km,Hà Nội,Hà Đông,Số tự động,Máy xăng,Lexus RX350 Luxury sản xuất 2023 lướt. Odo: 10.000km. Còn bảo hành chính hãng 05 năm. Giá tốt có thương lượng và tiết kiệm. Hỗ trợ bank - biển Vip định danh. Hotline: 0935866636 - 0368292929. Giá 4 tỷ 360 triệu.
670b8ed7321cad344000023b,Lincoln Navigator Reserve L 2020,4 tỉ 860 triệu,2020,MPV,Nhập khẩu,50.000 km,Hà Nội,Hà Đông,Số tự động,Máy xăng,Hàng hót ko ai nhập về được 1 viên duy nhất. Lincoln Navigation Reserve L sản xuất 2020. Nhập khẩu Mỹ - Màu đen - Nội thất bò. Tên công ty xhđ - biển HN. Chạy 5 vạn km còn rất mới. Hỗ trợ bank - biển Vip định danh. Giá có thương lượng. Hotilne: 0935866636 - 0368292929. Giá 4 tỷ 860 triệu.
670b8ed8321cad344000023c,Lexus LX 600 Urban 2023,8 tỉ 990 triệu,2023,SUV,Nhập khẩu,8.600 km,Hà Nội,Hà Đông,Số tự động,Máy xăng,Lexus LX600 Urban 07 chỗ Sx 2023 lướt. Chạy 8.600km. Còn nguyên bảo hành hãng. Giá cực tốt và tiết kiệm. Hỗ trợ bank tối đa - giao xe miễn phí vận chuyển. Hotilne: 0935866636 - 0368292929. Giá 8tỷ990₫.
670b8ed8321cad344000023d,Mercedes-Benz E180 2021,1 tỉ 386 triệu,2021,Sedan,Trong nước,6.100 km,Hà Nội,Tây Hồ,Số tự động,Máy xăng,"1 xe mới về E180 sx 2021. Màu đỏ nội thất đen. Lăn bánh chỉ 6.100 km. Giá chào 1 tỷ 386 tr. Cam kết xe ko đâm đụng, ngập nước. Hỗ trợ ngân hàng 70% giá trị xe. Hỗ trợ biển số định danh, số chọn."
670b8ed8321cad344000023e,Hyundai Accent 1.4 AT Đặc biệt 2022,458 triệu,2022,Sedan,Trong nước,59.000 km,Bình Dương,Dĩ An,Số tự động,Máy xăng,"Hyundai Accent ATH 2022 đặc biệt. Odo 59.000 km. Số tự động 1.4L tiết kiệm, bền lành. Xe chuẩn zin đẹp như mới. Hỗ trợ trả góp 70% gtx. Giá bán 458 tr."
670b8ed9321cad344000023f,Hyundai Tucson 2.0 Dầu Cao cấp 2020,725 triệu,2020,SUV,Trong nước,60.000 km,Hà Nội,Long Biên,Số tự động,Máy dầu,"HYUNDAI TUCSON 2.0 DIESEL sx 2020 tên cá nhân 1 chủ từ đầu (hồ sơ cầm tay). Máy dầu là bản đắt nhất được trang bị: Chìa khoá thông minh, bấm nổ, cửa nóc, màn hình, came ra lùi, ghế điện, cốp điện.... Xe đã chạy 6v km. Xe đẹp xuất sắc, nilong quanh xe. Cam kết ko đâm đụng, không ngập nước, máy nguyên bản. Bao check test hãng. Hỗ trợ bank 70% giá trị xe."
670b8ed9321cad3440000240,Mercedes-Benz GLC 200 4Matic 2020,1 tỉ 447 triệu,2020,SUV,Trong nước,30.000 km,Hà Nội,Tây Hồ,Số tự động,Máy xăng,"Mercedes GLC200 4Matic sản xuất 2020. Màu trắng nội thất đen. Odo 3v, full lịch sử hãng. Options: Đèn Full-Led, kính 3 lớp chống ồn, loa Burmester, apple Carplay, Ốp gỗ, cam 360, đèn led viền 64 màu, sạc k dây,... G I Á: 1 Tỷ 447 triệu."
670b8ed9321cad3440000241,Hyundai Santa Fe 2.2L Dầu Cao cấp 2024,1 tỉ 357 triệu,2024,SUV,Trong nước,5.000 km,Hà Nội,Tây Hồ,Số tự động,Máy dầu,"Phiên bản Ni Lông Quanh Xe - Thiếu Mỗi Cái Thùng. Huyndai Santafe 2.2D Premium 2024 đklđ 8/2024 vừa chạy được đúng 1 tháng siêu lướt. Đki tư nhân 1 chủ dắt hãng. Odo: 5000km sai 1 mét cho xe. Mới thay dầu hãng 1 lần, sơn zin cả xe - phát hiện sơn ko zin 1 giọt biếu 1 tỷ. Trang bị: Màn giải trí cảm 10.25 inch. Hệ thống giải trí Apple Carplay/Android Auto/ Bluetooth/ AUX/ Radio/ Mp4. 10 loa Harman Kardon cao cấp. Cửa sổ trời Panonama. Sạc không dây chuẩn, Cruise Control, Chìa khóa thông minh có chức năng khởi động từ xa, cam360, ghế lái ghế phụ chỉnh điện, nhớ 2 vị trí ghế.... Giá: 1 tỷ 357 triệu."
670b8ed9321cad3440000242,Ford Ranger Raptor 2019,865 triệu,2019,Bán Tải,Nhập khẩu,117.000 km,Tp.HCM,Quận 2,Số tự động,Máy dầu,Ford Ranger Raptor 2019.
670b8eda321cad3440000243,Mitsubishi Xpander AT Premium 2023,632 triệu,2023,SUV,Trong nước,12.000 km,Hà Nội,Tây Hồ,Số tự động,Máy xăng,"Mitsu Xpander 1.5AT Premium 2023. Đăng kí tên tư nhân 1 chủ từ mới. Odo: 12.000km sai 1 mét tặng xe. Full lịch sử bảo dưỡng hãng. Sơn zin 100%. Trang bị: Mâm 17 inch, Đèn báo rẽ tích hợp DRL, Đèn trước LED projector. Đèn hậu T-Shape. Start/Stop - mở khoa thông minh, ghế da cao cấp, vô lăng bọc da tích hợp phím bấm, đàm thoại rảnh tay, cruise control. Cam 360 độ, cam lề, phanh tay điện tử, Auto Hold, điều hoà Auto, 3 vùng độc lập. 2 túi khí. Chống bó cứng phanh ABS, phân bổ lực phanh điện tử EBD, trợ lực phanh BA, Khởi hành ngang dốc, Cân bằng điện tử, Cảm biến, Camera lùi. Gía: 632 triệu."
670b8eda321cad3440000244,Mercedes-Benz GLC 300 4Matic 2018,1 tỉ 190 triệu,2018,SUV,Trong nước,50.000 km,Hà Nội,Tây Hồ,Số tự động,Máy xăng,Mercedes Benz GLC300 4Matic trắng nâu sx 2018 chạy đúng 5 vạn km. 1 tỷ 190 triệu. 0942.556666 - 0941.333333.
670b8eda321cad3440000245,Mercedes-Benz GLC 300 4Matic 2018,1 tỉ 199 triệu,2018,SUV,Trong nước,60.000 km,Hà Nội,Tây Hồ,Số tự động,Máy xăng,Thông tin xe: Mercedes GLC300 4 Matic đen kem sx 2018. Odo 6 vạn. 1 tỷ 199 triệu. 0941.333333 - 0942.556666.
670b8edb321cad3440000246,Mercedes-Benz C200 Avantgarde Plus 2021,1 tỉ 480 triệu,2021,Sedan,Trong nước,30.000 km,Hà Nội,Tây Hồ,Số tự động,Máy xăng,Mercedes C200 Plus sx 2021 đky T8/2022 trắng nâu đã up lên C300 All New.. Xe chạy 3v km.. 1 tỷ 480 triệu. 0941.333333 - 0942.556666.
670b8edb321cad3440000247,Lexus RX 300 2023,3 tỉ 180 triệu,2023,SUV,Nhập khẩu,10.000 km,Hà Nội,Nam Từ Liêm,Số tự động,Máy xăng,"Lexus RX300 Giá 3.180 tỷ. - Quý khách hàng hoàn toàn yên tâm với trải nghiệm xe và những tính năng an toàn khi ngồi trên chiếc xe RX300 hiện đại với Vẻ ngoài mạnh mẽ thu hút mọi ánh nhìn. - Với khối động cơ 2.0 lít turbo tăng áp phun nhiên liệu trực tiếp hiện đại với công suất tối đa lên tới 233 mã lực. - Lexus RX 300 được trang bị khung gầm với cấu trúc cứng vững cùng khả năng hấp thụ va đập của khung xe sẽ bảo vệ quý khách hàng khỏi tác động từ va chạm ở phía trước, phía sau, bên hông và trên nóc. - Hệ thống an toàn tối đa với 10 túi khí, đèn pha tự động thích ứng trên Lexus RX300 hoàn toàn mới. - Hệ thống âm thanh giải trí Lexus Premium Speaker với 12 loa giúp cho quý khách hàng trải nghiệm những cung bậc của cảm xúc. Liên hệ để nhận thông tin chi tiết!"
670b8edb321cad3440000248,BMW X6 xDrive40i Msport 2022,3 tỉ 779 triệu,2022,SUV,Nhập khẩu,23.000 km,Tp.HCM,Quận 7,Số tự động,Máy xăng,"Lâu lắm bên em Em mới về được 1 xe. BMW X6 XDRIVE 40i, Sản xuất năm 2022, dky t11/2023, Màu trắng nội thất nâu, Xe lăn bánh 24.500km. Siêu lướt, rất ít khi về, thiết kế Coupe thể thao, ăn chơi, cực ngầu.... Tài chính tham khảo 3,7xx tỷ. Xe cam kết 3 không (đâm đụng, ngập nước, tua Km). Hỗ trợ bank 50-70% giá trị xe. Uy tín tạo nên Thương hiệu và Niềm tin. ✧ Website."
670b8edc321cad3440000249,Kia Sportage 1.6 GDI 2024,1 tỉ 020 triệu,2024,SUV,Trong nước,1.040 km,Tp.HCM,Thủ Đức,Số tự động,Máy xăng,"CẬP BẾN XE SIÊU LƯỚT. - Loại xe: KIA SPORTAGE 1.6T SIGNATURE AWD. - Năm sx: 2024. - ĐKLĐ: 24/07/2024. - ODO: 1040km. - Tình trạng: Xe 1 chủ mua mới trong hãng, bảo dưỡng định kỳ toàn bộ trong hãng, Sơn zin 100%, đây đủ sổ sách. - Option: Phim 3M toàn xe, phủ gầm, phủ ceramic, dán ppf nội thất, camera hành trình. - Bảo Hành hãng còn 4 năm hơn. Giá bán: 1.020.000.000 vnđ. Liên hệ xem xe: Hotline: 0359690894. Địa chỉ: 03 Quốc Hương, Thảo Điền, Tp Thủ Đức."
670b8edc321cad344000024a,Hyundai Santa Fe 2.2 Dầu Cao cấp 2022,1 tỉ 199 triệu,2022,SUV,Trong nước,25.000 km,Hà Nội,Cầu Giấy,Số tự động,Máy dầu,"Hyundai #SantaFe 2.2D Premium sx 2022 (Dầu cao cấp): - ------------------------------------. - Odo: 25.000 km. - Biển tỉnh. - Cam kết chất lượng toàn bộ: Không tai nạn, không ngập nước, máy móc động cơ hộp số nguyên bản nhà sản xuất, pháp lý sạch sẽ, minh bạch. Gia: 1.199 trđ (thiện chí có bớt). Cam kết: Không đâm đụng, ngập lụt. Thủy kính. Hỗ trợ trả góp 65-70%, thủ tục nhanh chóng, lãi suất hời. Hỗ trợ giao xe tận nơi. Hỗ trợ bao rút hồ sơ. - -----------------------------------. Mr. Nô: 0989799793. Địa chỉ: Villa 07 Lô C1 Khu đô thị Yên Hòa, Phường Yên Hòa, Quận Cầu Giấy, Hanoi. (Cạnh Công Viên Yên Hoà)."
670b8edc321cad344000024b,Lexus ES 250 2019,1 tỉ 850 triệu,2019,Sedan,Nhập khẩu,52.000 km,Hà Nội,,Máy xăng,,"Lexus Es250 sản xuất 2019 màu thất trắng, nội thất nâu. Full lịch sử hãng. Odo: 52000 km rất mới. Giá: 1 tỷ 850 triệu. LH 088.906.8888."
670b8edc321cad344000024c,Hyundai Grand i10 Sedan 1.2 MT 2021,299 triệu,2021,Sedan,Trong nước,90.000 km,Hà Nội,Hoàng Mai,Số sàn,Máy xăng,"Bán xe Huyndai Grand i 10 sedan bản 1.2, xe sản xuất năm 2021, màu bạc, tên tư nhân, xe rất mới. Xe được trang bị động cơ xăng 1.2L, kết hợp với hộp số tay 5 cấp, nội thất ghế da, màn hình Android giải trí đa phương tiện, tích hợp bản đồ dẫn đường camera lùi, gương kính chỉnh điện.... Hỗ trợ thủ thục trả góp vay đến 70% giá trị xe trong 5 năm với lãi suất ưu đãi, thủ tục nhanh gọn. Vui lòng liên hệ: 0905608883 để biết thêm chi tiết!"
670b8edd321cad344000024d,Toyota Vios 1.5E MT 2014,261 triệu,2014,Sedan,Trong nước,102.000 km,Nghệ An,Vinh,Số sàn,Máy xăng,"Xe đẹp không có chỗ bàn, giá cả thương lượng khi xem xe thực tế. Nhận giao lưu trao đổi xe đã qua sử dụng."
670b8edd321cad344000024e,Peugeot 3008 Allure 2019,670 triệu,2019,SUV,Trong nước,40.000 km,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,"* #Peugoet_3008_Allure sản xuất 2019 màu đỏ chạy ít. Odo 44.000 km full lịch sử bảo dưỡng hãng. Tên cá nhân 1 chủ từ mới. Lốp theo xe. Xe đẹp xuất sắc. Em bao check test mọi nơi. Cam kết chất lượng bằng văn bản: Không đâm đụng, không ngập nước. Không quay tua km. Động cơ, hộp số, keo chỉ, khung gầm nguyên bản theo nhà sản xuất. Giá chỉ 6xx tr. Quý AC có nhu cầu liên hệ em. Xem xe trực tiếp: Cầu Giấy - HN."
